talkIdx,Idx,skipAble,brightCharacter,Name,TextKR,TextEN,TextJP,characterLeftest,characterLeftestFace,characterLeftestX,characterLeft,characterLeftFace,characterLeftX,characterRight,characterRightFace,characterRightX,characterRightest,characterRightestFace,characterRightestX,eventType,backGround,imagePlace,imageIdx,BackSnd,SFX
16,50,1,a1000,Ail Shell,…,...,……,Yongsa,panic_3,-300,.,.,-100,.,.,100,.,.,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,없어…,It's not here...,ない…,Yongsa,panic_1,-125,.,.,-100,.,.,100,.,.,125,0,empty,0,0,-999,-999
16,50,1,a2000,Ail Shell,이곳 어디에도 운명 조각이 없어!!!,There are no Destiny Fragments anywhere in this town!!!,運命のカケラがどこにもない！！！,Yongsa,panic_0,-125,.,.,-100,.,.,100,.,.,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,무너진 마을 벽돌도 들춰보고 도서관도 3번을 왕복했는데 없는 게 말이 돼…?,I've turned over the collapsed village bricks\nand gone back and forth to the library three times+o but it's not there...,崩れた村のレンガまでひっくり返し、\n図書館も3回往復したというのに、ないなんてことがあるか…？,Yongsa,panic_3,-125,.,.,-100,.,.,100,.,.,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,있을 법한 타워는 잠겨있고… 밖으로는 장벽 때문에 나갈수도 없고…,The tower that seems likely to have it is locked…\nAnd I can't go outside because of the barrier...,怪しげな塔は鍵がかかっている…\n外には結界があって出ることもできない…,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,idle_0,300,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,…이대로 쭉 이런 모습으로 살라고?,...Am I going to live like this forever?,…このままずっと、この姿で生きろっていうのか？,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,idle_0,180,0,empty,0,0,-999,16
16,50,1,a1000,Ail Shell,그래. 어려진 건 나쁘지 않…,Well+o being younger isn't so bad...,そうだな、若返ったのは悪くはな…,Yongsa,smile_0,-125,.,.,-100,.,.,100,Witch,happy_0,150,0,empty,0,0,-999,-999
16,50,1,a2000,Ail Shell,아니야! 스케빈저 기사단의 기사가 이런 마음을 먹어서는…!,No! A knight of the Scavenger Knights can't have these thoughts...!,いや違う！\nスカベンジャー騎士団の騎士がそんなことを考えてどうする…！,Yongsa,panic_0,-125,.,.,-100,.,.,100,Witch,happy_0,150,0,empty,0,0,-999,-999
16,50,1,a0001,Grin,애일 씨 여기 계셨네요! 아침부터 기운이 넘치시네요!,Ail+o you were here! You're full of energy from the morning!,エイルさん、ここにいらしたんですね！\n朝から元気いっぱいじゃないですか！,Yongsa,panic_0,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,이게 기운 넘치는 걸로 보이냐!,Does this look like I'm full of energy!,これが元気いっぱいに見えるのか！,Yongsa,angry_2,-100,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,24
16,50,1,a0001,Grin,너무 열내지 마세요. 이제 애일 씨가 좋아하는… ,Don't get too worked up. Now it's time for Ail to do what you likes...,そんなに怒らないでください。\nこれからエイルさんの好きな…,Yongsa,angry_2,-100,.,.,-100,.,.,100,Witch,smile_0,135,0,empty,0,0,-999,-999
16,50,1,a0002,Grin,모험을 해야 하니까요!,That is… Adventure!,冒険しなきゃですから！,Yongsa,angry_2,-100,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,31
16,50,1,a1000,Ail Shell,모험…? 이곳에서 갈 수 있는 곳은 다 가봤는데…,Adventure...? I've been everywhere I can go in this place...,冒険…？ 行けるところは全部回ったぞ…,Yongsa,say_0,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,-999
16,50,1,a0001,Grin,에… 중앙 탑 말고는 운명 조각이 없을텐데...,Eh? There won't be any Destiny Fragments except in the Central Tower...,えっと…中央の塔にしか、\n運命のカケラはないはずなんですが…,Yongsa,say_0,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,…?,...?,…？,Yongsa,panic_2,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
16,50,1,a0001,Grin,그… 마력 감지라는 건데… 조각이 어디있는지 탐색도 되는…,I can use something called magic detection…\nIt can also search for where the fragments are...,あの…魔力感知っていうんですけど…\nカケラのある場所を探知できるという…,Yongsa,panic_2,-125,.,.,-100,.,.,100,Witch,sad_2,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,그런 게 있었어…?,There was something like that...?,そんなのがあったのか…？,Yongsa,panic_0,-125,.,.,-100,.,.,100,Witch,sad_2,125,0,empty,0,0,-999,16
16,50,1,a0001,Grin,…아무튼 저희가 향할 곳은 저기 보이는 탑입니다.,...Anyway+o the place we're heading to is that tower over there.,…とにかく、私たちが向かうのは、\nあそこに見える塔です。,Yongsa,panic_0,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,1,21,-999,-999
16,50,1,a0001,Grin,중앙에 있는 탑이 던전화되어서 각종 운명을 빨아들이고 있거든요.,The tower in the center has become a dungeon and\nis absorbing all kinds of destinies.,中央にそびえる塔がダンジョン化していて、\nあらゆる運命を吸い込んでいるんですよ。,Yongsa,panic_0,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,1,21,-999,-999
16,50,1,a0001,Grin,한번 들어가면 정공법으로 못 나온다고 자신할 수 있습니다.,I can confidently say that once you go in+o you can't get out by normal means.,一度入ったら、正攻法では出られないと断言できます。,Yongsa,panic_0,-125,.,.,-100,.,.,100,Witch,smile_0,125,0,empty,1,21,-999,-999
16,50,1,a1000,Ail Shell,…희소식이 아니잖아. 그거.,...That's not good news.,…それ、朗報じゃないだろ。,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,smile_0,125,0,empty,1,21,-999,-999
16,50,1,a0002,Grin,그래서 제가 밖에 있는 거죠!,That's why I'm outside!,だから、私が外にいるんです！,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,smile_2,100,0,empty,1,21,-999,-999
16,50,1,a0001,Grin,마법을 이용해 연결된 저와 애일 씨라면 텔레파시도 가능하고…,If Ail and I are connected using magic+o\nwe can also communicate telepathically...,魔法でつながっている私とエイルさんなら、\nテレパシーも使えますし…,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,idle_0,125,0,empty,1,21,-999,-999
16,50,1,a0003,Grin,무엇보다 언제든 둘 사이를 연결하는 포탈을 만들어 낼 수 있거든요!,And most of all+o I can create a portal connecting the two of us at any time!,何より、いつでも二人をつなぐポータルを作り出せるんですよ！,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,smile_0,125,0,empty,1,21,-999,-999
16,50,1,a1000,Ail Shell,…,...,……,Yongsa,panic_3,-125,.,.,-100,.,.,100,Witch,smile_0,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,(그것도 내 입장에서는 희소식이 아닌 거 같은데…?),(That's not good news for me either...?),（それも、俺の立場からすれば朗報じゃない気がするんだが…）,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,smile_0,125,0,empty,0,0,-999,-999
16,50,1,a0001,Grin,탑은 좀 크지만 10층 미만! 예상 소요 시간 10시간!,The tower is a bit big+o but less than 10 floors!\nEstimated time required: 10 hours!,塔は少し大きいけど10階未満！ \n予想所要時間は10時間！,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,idle_0,125,0,empty,0,0,-999,-999
16,50,1,a0001,Grin,위험할 때는 제 쪽에서 포탈을 열어서 애일 씨를 회수!,When it's dangerous+o I'll open a portal from my side and retrieve You!,危なくなったら、\nこちらからポータルを開いてエイルさんを回収！,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,eyeClose_0,125,0,empty,0,0,-999,-999
16,50,1,a0003,Grin,어때요? 완벽하죠! 완전 정답이죠?,How is it? Perfect+o right! Totally the right answer+o right?,どうです？ 完璧でしょう！ まさに正解ですよね？,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,31
16,50,1,a1000,Ail Shell,…,...,……,Yongsa,idle_0,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,(경험상 이러면 꼭 뭔가 삐뚤어지던데...),(From experience+o something always goes wrong when this happens...),（経験上、こういうときは必ず何かが狂う…）,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,(다른 방법이 있는 건 아니니...),(But there's no other way...),（かといって他に手はなく…）,Yongsa,lie_0,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,-999
16,50,1,a1000,Ail Shell,정답… 일 걸?,That is right answer... I guess?,…正解…かもな？,Yongsa,panic_2,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,-999
16,50,1,a0001,Grin,…,...,……,Yongsa,panic_2,-125,.,.,-100,.,.,100,Witch,idle_0,125,0,empty,0,0,-999,-999
16,50,1,a0001,Grin,(거짓말 엄청 못하시네…),(He's terrible at lying...),（嘘つくの下手…）,Yongsa,panic_2,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,돌고돌아 타워로 돌아와버렸군…,I've come full circle and returned to the tower...,回り回って、塔に戻ってきちまったな…,Yongsa,panic_3,-125,.,.,-100,.,.,100,Witch,idle_0,-110,0,empty,0,0,-999,-999
17,50,1,a0002,Grin,저번에 고블린들을 다 해치워서 이번엔 쉽게 왔네요!,We defeated all the goblins last time+o so it was easy to get here this time!,前にゴブリンたちを全部倒したおかげで、\n今回はすんなり来られましたね！,Yongsa,panic_3,-125,.,.,-100,.,.,100,Witch,smile_2,-90,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,입구에 걸린 출입 금지 마법도 풀었고… 그럼 바로 들어…,I've also lifted the no-entry magic at the entrance... So+o let's go right in...,入り口にかけられていた立入禁止の魔法も解除しましたし…\nそれじゃあ早速入り――,Yongsa,panic_3,-125,.,.,-100,.,.,100,Witch,idle_0,-80,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,…자 잠시만요. 뭔가 이상한데?,...Just wait a moment. Something's wrong?,…ちょ、ちょっと待ってください。なんだかおかしい…,Yongsa,panic_3,-125,.,.,-100,.,.,100,Witch,panic_0,-80,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,무슨 일이야? 안에 뭐라도 있는 거야?,What's wrong? Is there something inside?,どうした？ 中に何かいるのか？,Yongsa,doubt_0,-100,.,.,-100,.,.,100,Witch,panic_0,-80,0,empty,0,0,-999,23
17,50,1,a0001,Grin,자… 잠깐 막 들어가시면!,J- Just wait before you go in!,ま、待ってください！ いきなり入っちゃ――,Yongsa,doubt_0,300,.,.,-100,.,.,100,Witch,sad_1,-70,0,empty,0,0,-999,-999
17,50,1,a1000, , , , ,.,.,-125,.,.,-100,.,.,100,.,.,0,0,empty,1,2,-999,-999
17,50,1,a1000,Ail Shell,…,...,……,.,.,-125,.,.,-100,.,.,100,.,.,0,0,empty,2,2,-999,-999
17,50,1,a0001,Grin,…,...,……,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,2,2,-999,-999
17,50,1,a1000,Ail Shell,이게 뭐야...,What is this...,これは…なんだ…,Yongsa,panic_3,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,2,2,-999,-999
17,50,1,a1000,Ail Shell,10시간이면 다 본다더니… 왜 실내에 들판이…,You said it would take 10 hours to see everything…\nBut… Why is there a field inside...?,10時間もあれば十分って言ってたのに…なんで屋内に草原が…,Yongsa,panic_0,-135,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,2,2,-999,16
17,50,1,a0001,Grin,…아무래도 던전이 성장해서,...It seems the dungeon has grown and,…どうやらダンジョンが成長して、,Yongsa,panic_0,-125,.,.,-100,.,.,100,Witch,eyeClose_1,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,내부 공간을 일그러트린 것 같네요...,Distorted the internal space...,内部の空間を歪めたみたいですね…,Yongsa,panic_0,-125,.,.,-100,.,.,100,Witch,idle_0,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,그러면 어떻게 되는데?,Then what happens?,それで、どうなるんだ？,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,idle_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,누군가의 삶이 던전화해서 목숨을 위협해 올 거예요.,Someone's life will become a dungeon and threaten your life.,誰かの人生がダンジョン化して、命を脅かしてくるはずです。,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,sad_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,그리고 …아,And... Ah!,それから…あっ,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,idle_0,100,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,그… 그래도 제가 도와드린다면 가뿐할 거예요!,B- But if I help you+o it'll be a breeze!,ま、まあ…私が手助けすれば楽勝ですよ！,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,panic_0,80,0,empty,0,0,-999,-999
17,50,1,a0002,Grin,쓰러지시더라도 언제든 제가 꺼내드리면 되니까…!,Even if you fall+o I can always take you out...!,たとえ倒れても、いつでも私が引っ張り出せばいいんですから…！,Yongsa,panic_1,-125,.,.,-100,.,.,100,Witch,lie_0,80,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,…아니.,...No.,…いや。,Yongsa,eyeClose_0,-100,.,.,-100,.,.,100,Witch,lie_0,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,포기하자.,Let's give up.,やめておこう。,Yongsa,eyeClose_1,-100,.,.,-100,.,.,100,Witch,lie_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,네?,Huh?,え？,Yongsa,eyeClose_1,-100,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,18
17,50,1,a1000,Ail Shell,첫째도 안전. 둘째도 안전. 세상만사 건강이 제일 중요한거라고.,Safety first.\nHealth is the most important thing in the world.,一にも安全、二にも安全。何事も健康が一番大事。,Yongsa,say_0,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,젊을 때면 몰라도 이젠 몸 관리도 해야하고…,I could do it when I was young+o but now I have to take care of my body...,若い頃ならともかく、今は体の管理もしないと…,Yongsa,eyeClose_1,-100,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,물론 돈이 걸려있으면 좀 다르겠지만...!,Of course+o it would be a little different if money was involved...!,もちろん、金がかかっているなら少しは違うけど…！,Yongsa,smile_0,-80,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,(아니… 아저씨냐고.),(No... Is he an old man?),（いやいや…ただのおじさんじゃん）,Yongsa,smile_0,-125,.,.,-100,.,.,100,Witch,angry_0,125,0,empty,0,0,-999,24
17,50,1,a1000,Ail Shell,급한 것도 아니니 천천히 하자고. 다른 방법이나 찾아보자.,It's not urgent+o so let's take it slow. Let's find another way.,ゆっくりやろう。他の方法を探すぞ。,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,angry_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,그… 그렇지만.,B- But.,で…でも。,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,sad_1,150,0,empty,0,0,-999,-999
17,50,1,a0003,Grin,그래요! 안에 갇힌 사람들을 구해야 해요!,That's right! We have to save the people trapped inside!,そうですね！ 中に閉じ込められた人たちを助けないと！,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,던전이 나타날 때 이곳에 살던 사람들이 빨려 들어갔거든요!,People who lived here were sucked in when the dungeon appeared!,ダンジョンが現れたとき、\nここに住んでいた人たちが吸い込まれたんです！,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,lie_0,100,0,empty,0,0,-999,-999
17,50,1,a0002,Grin,기사라면 위험한 사람들을 두고 갈 수는…,A knight can't leave dangerous people behind...,騎士なら、危険な人たちを置いて行くなんて…,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,smile_1,100,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,그걸…,Why...,それを…,Yongsa,doubt_0,-135,.,.,-100,.,.,100,Witch,smile_1,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,( 에…? ),(Huh...?),（え…？）,Yongsa,doubt_0,-135,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
17,50,1,a2000,Ail Shell,그걸 왜 이제 말하는 거야!,Why are you telling me that now!,それをなぜ今言う！？,Yongsa,angry_2,-50,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,24
17,50,1,a0001,Grin,( 에에…?! ),(Eeeeh...?!),（ええ…？）,Yongsa,angry_2,-50,.,.,-100,.,.,100,Witch,sad_1,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,…기억은 다음에 찾는다.,...I'll find my memories later.,…記憶は後でいい。,Yongsa,eyeClose_0,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,그 유도 마법인지 뭔지로 사람들 추적할 수 있어?,Can you track people with that Guidance Magic or whatever it is?,その誘導魔法とかいうので、人を追跡できるか？,Yongsa,doubt_0,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,어… 네! 아마도… 가능해요!,Uh... Yes! Probably... I can!,え…はい！ たぶん…できます！,Yongsa,doubt_0,-100,.,.,-100,.,.,100,Witch,say_0,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,좋아. 내가 들어갈테니까 그 사람들한테 나를 유도해.,Okay. I'll go in+o so guide me to those people.,よし。俺が中に入るから、その人たちのところまで誘導しろ。,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,say_0,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,사람들을 찾으면 포탈을 열어서 사람들을 마을로 꺼낸다. 알겠지?,When I find people+o open portal and take them out to village. Got it?,人を見つけたらポータルを開いて村まで逃がすんだ。いいな？,Yongsa,angry_0,-125,.,.,-100,.,.,100,Witch,say_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,네… 네!,Y- Yes!,は、はい！,Yongsa,angry_0,-125,.,.,-100,.,.,100,Witch,panic_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,그런데… 기억은 괜찮은 거예요? 역시 기사라서...?,But... What about your memories?\nAre you prioritizing people just because you are knight?,ところで…記憶は大丈夫なんですか？ やっぱり、騎士だから…？,Yongsa,angry_0,-125,.,.,-100,.,.,100,Witch,sad_1,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,…내가 기사든 일반인이었든,...Whether I'm a knight or an ordinary person+o,…俺が騎士だろうと一般人だろうと、,Yongsa,idle_0,-125,.,.,-100,.,.,100,Witch,sad_1,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,일단 사람들 먼저 구할 거다.,I'll save people first.,まず人を助けるのが先だ。,Yongsa,say_0,-125,.,.,-100,.,.,100,Witch,sad_1,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,그게 사람된 도리잖아.,That's the right thing to do.,それが、人としての務めだろ。,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,sad_1,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,(…여전하시네요.),(...You haven't changed.),（…相変わらずですね）,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,eyeClose_0,125,0,empty,0,0,-999,-999
17,50,1,a0001,Grin,좋아요! 그럼 제가 잘 안내해볼게요.,Okay! Then I'll guide you well.,よし！ じゃあ私がしっかり案内しますね。,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,happy_0,125,0,empty,0,0,-999,21
17,50,1,a0002,Grin,그럼 출발해보죠!,Let's get started!,それじゃ、出発しましょう！,Yongsa,eyeClose_1,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,-999
17,50,1,a1000,Ail Shell,그래. 잘 부탁한다.,Okay. I'm counting on you.,ああ、頼んだぞ。,Yongsa,smile_0,-125,.,.,-100,.,.,100,Witch,smile_2,125,0,empty,0,0,-999,-999
18,0,1,a1010,Ail Shell,후… 이겼다.,Whew... I won.,ふう…勝った。,Yongsa,panic_3,-125,.,.,-50,Village,angryBlack_0,125,Owl,black_0,100,0,empty,0,0,-999,-999
18,1,1,a0011,Flutter,설마 지다니?! 최후의 수단이었는데!,I can't believe I lost?! It was the last power!,私の負け！？これが最後の手だったのに！！,Yongsa,panic_3,-125,.,.,-50,Village,angryBlack_0,125,Owl,sad_0,100,0,empty,0,0,-999,16
18,2,1,a0011,Flutter,으으… 원하는 게 뭐야… 마을 사람들은 건드리지 마!,Ugh... what do you want... don't touch the townspeople!,くっ…私たちに何を求めるというの…\n村の人たちには手を出すんじゃないよ！,Yongsa,panic_3,-125,.,.,-50,Village,angryBlack_0,125,Owl,angry_0,80,0,empty,0,0,-999,-999
18,3,1,a0020,Village,아니야! 우리는 괜찮으니 마법사님은 건드리지 마!,No! We're okay+o so don't touch the wizard!,ちがう！私たちは大丈夫だから、\n魔法使い様には手を出すな！,Yongsa,panic_3,-125,.,.,-50,Village,angry_0,80,Owl,angry_0,125,0,empty,0,0,-999,-999
18,4,1,a0011,Flutter,여러분…,Everyone...,皆さん…,Yongsa,panic_3,-125,.,.,-50,Village,angryBlack_0,80,Owl,sad_1,125,0,empty,0,0,-999,-999
18,5,1,a1010,Ail Shell,(…왜인지 나 엄청 나쁜 놈이 된거 같은데?),(...Why do I feel like I've become a really bad guy?),（…なぜか俺、とんでもない悪者になった気がするんだが…）,Yongsa,panic_0,-125,.,.,-50,Village,angryBlack_0,80,Owl,sad_1,125,0,empty,0,0,-999,-999
18,6,1,a1010,Ail Shell,하… 그린. 이제 포탈은 열 수 있는 거지?,Ha... Grin. You can open portal now+o right?,はあ…グリン、これでポータルは開けるんだろ？,Yongsa,doubt_0,-125,.,.,-50,Village,angryBlack_0,100,Owl,sad_1,125,0,empty,0,0,-999,-999
18,4,1,a0011,Flutter,그린?,Grin?,…グリン？,Yongsa,doubt_0,-125,Witch,smile_2,-300,Village,angryBlack_0,80,Owl,panic_0,125,0,empty,0,0,-999,-999
18,7,1,a0310,Grin,선배!!!,Senior!!!,先輩！！！,Yongsa,doubt_0,-125,Witch,smile_2,-50,Village,angryBlack_0,100,Owl,panic_0,125,0,empty,0,0,-999,-999
18,8,1,a0012,Flutter,그린?! 진짜야? 네가 왜 거기서 나오는거야?!,Grin?! Is that really you? Why are you coming out from there?!,グリン！？　なんで！？なんであなたがそこから出てくるの！？,Yongsa,doubt_0,-125,Witch,smile_2,-50,Village,angryBlack_0,125,Owl,sad_0,50,0,empty,0,0,-999,-999
18,9,1,a1010,Ail Shell,아까부터 말했잖아요… 우린 당신들 구하러 왔다니까.,I've been saying it since earlier... I came to save you.,さっきから言ってるだろ…俺らはあんたたちを助けに来たと。,Yongsa,smile_0,-125,Witch,smile_2,-50,Village,angryBlack_0,125,Owl,sad_0,50,0,empty,0,0,-999,-999
18,10,1,a0110,Grin,선배… 이건 그러니까…,Senior... this is...,先輩…これはつまり…,Yongsa,doubt_0,-125,Witch,sad_1,-50,Village,angryBlack_0,125,Owl,sad_0,50,0,empty,0,0,-999,-999
18,11,1,a0011,Flutter,…설명은 나중에 하자.,...Explanation later.,…説明はあとに。,Yongsa,doubt_0,-125,Witch,sad_1,-50,Village,angryBlack_0,125,Owl,idle_1,50,0,empty,0,0,-999,-999
18,12,1,a0011,Flutter,일단은 사람들을 구하는 게 먼저니까.,Saving people is the priority for now.,まずは人々を助けるのが先よ。,Yongsa,doubt_0,-125,Witch,sad_1,-50,Village,angryBlack_0,125,Owl,eyeClose_1,50,0,empty,0,0,-999,-999
18,13,1,a0110,Grin,…넵.,...Yes.,…はい。,Yongsa,doubt_0,-125,Witch,sad_2,-50,Village,angryBlack_0,125,Owl,eyeClose_1,50,0,empty,0,0,-999,16
18,14,1,a1010,Ail Shell,(기가 죽었네. 선배는 선배인가.),(Grin's subdued. That's unexpected...),（意気消沈してる。やっぱり先輩は先輩か。）,Yongsa,panic_3,-125,Witch,sad_2,-50,Village,angryBlack_0,125,Owl,eyeClose_1,50,0,empty,0,0,-999,-999
18,19,1,a0110,Grin,이... 일단 이쪽으로 빠져나오시죠! 다른 분들도 같이요!,Let's get out of here first! Everyone else too!,と…とにかくこちらへ！　他の皆さんも一緒に！,Yongsa,panic_3,-125,Witch,panic_0,-50,Village,angryBlack_0,125,Owl,idle_0,125,0,empty,0,0,-999,-999
18,20,1,a0011,Flutter,…그래.,...Okay.,…そうだね。,Yongsa,panic_3,-125,Witch,panic_0,-50,Village,angryBlack_0,100,Owl,eyeClose_0,125,0,empty,0,0,-999,-999
18,21,1,a0012,Flutter,다들 고생하셨어요! 이 포탈로 모두 돌아갈 수 있습니다!,Everyone+o you've worked hard!\nYou can all go back through this portal!,皆さん！このポータルで村に帰れます！！\n本当にお疲れさまでした！！,Yongsa,panic_3,-125,Witch,panic_0,-50,Village,angryBlack_0,100,Owl,smile_0,125,0,empty,0,0,-999,-999
18,22,1,a0010,Villager A,사… 산 건가?,A... Are we alive?,た…助かった？,Yongsa,panic_3,-125,Witch,panic_0,-50,Village,happyA_0,100,Owl,say_0,125,0,empty,0,0,-999,-999
18,23,1,a0010,Villager B,살았다! 마을로 돌아갈 수 있어!,We're alive! We can go back to the village!,助かった！村に帰れる！,Yongsa,panic_3,-125,Witch,panic_0,-50,Village,happyB_0,-300,Owl,say_0,125,0,empty,0,0,-999,17
18,24,1,a0100,Grin,던전을 탐험하다가 사람들을 구하다니…,Explore the dungeon and save people...,ダンジョン探索中に人を助けるなんて…,Yongsa,panic_3,-125,Witch,eyeClose_0,-50,.,.,100,Owl,say_0,125,0,empty,0,0,-999,-999
18,25,1,a0200,Grin,의도하진 않았지만 잘 되었네요! 마치 영웅 같아요!,I didn't intend to+o but it turned out well! You are like being a hero!,狙ったわけじゃないけど、いい結果になりましたね！\n英雄みたいです！,Yongsa,panic_3,-125,Witch,smile_2,-50,.,.,100,Owl,say_0,125,0,empty,0,0,-999,31
18,26,1,a1000,Ail Shell,…그렇네.,...That's right.,…そうだな。,Yongsa,eyeClose_0,-125,Witch,smile_2,-50,.,.,100,Owl,say_0,125,0,empty,0,0,-999,-999
18,27,1,a1000,Ail Shell,이제 마음놓고 기억을 찾으러 다닐 수 있겠군.,Now I can search for my memories with peace of mind.,これで安心して記憶を探しに行けそうだ。,Yongsa,smile_0,-125,Witch,smile_2,-50,.,.,100,Owl,say_0,125,0,empty,0,0,-999,-999
18,28,1,a0001,Flutter,…? 그게 무슨 말씀…,...? What do you mean...,…？ それはどういう意味…,Yongsa,smile_0,-125,Witch,smile_2,-50,.,.,100,Owl,idle_0,125,0,empty,0,0,-999,18
18,29,1,a0100,Grin,선배. 나중에 따로 이야기 하고… 일단 돌아가도록 할까요?,Senior. Let's talk about it later... shall we go back for now?,先輩、話は後でゆっくり… とりあえず戻りませんか？,Yongsa,smile_0,-125,Witch,panic_0,-50,.,.,100,Owl,idle_0,125,0,empty,0,0,-999,16
